occ_code,state,median_annual,employment
29-2055,Massachusetts,67840,2380
29-2055,Michigan,59700,3790
29-2055,Minnesota,72800,1600
29-2055,Mississippi,45830,1080
29-2055,Missouri,57730,1980
29-2055,Montana,58030,400
29-2055,Nebraska,59630,770
29-2055,Nevada,73280,970
29-2055,New Hampshire,65780,430
29-2055,New Jersey,69580,2650
29-2055,New Mexico,49080,630
29-2055,New York,74180,5190
29-2055,North Carolina,52830,3550
29-2055,North Dakota,59650,330
29-2055,Ohio,58930,4320
29-2055,Oklahoma,51400,1940
29-2055,Oregon,75550,1120
29-2055,Pennsylvania,56940,4380
29-2055,Rhode Island,62800,240
29-2055,South Carolina,58550,2420
29-2055,South Dakota,51980,530
29-2055,Tennessee,57910,2030
29-2055,Texas,59810,9460
29-2055,Utah,55120,1110
29-2055,Vermont,54820,80
29-2055,Virginia,62880,2220
29-2055,Washington,70250,2100
29-2055,West Virginia,48590,570
29-2055,Wisconsin,64150,2660
29-2055,Wyoming,54200,190
29-2061,Alabama,48330,10250
29-2061,Alaska,75610,320
29-2061,Arizona,65500,5350
29-2061,Arkansas,48790,10650
29-2061,California,75610,79150
29-2061,Colorado,64720,5170
29-2061,Connecticut,65670,8550
29-2061,Delaware,63190,1780
29-2061,District of Columbia,67700,1150
29-2061,Florida,56730,37650
29-2061,Georgia,54770,23410
29-2061,Hawaii,61110,750
29-2061,Idaho,55610,2380
29-2061,Illinois,62600,20290
29-2061,Indiana,60500,13580
29-2061,Iowa,54460,5480
29-2061,Kansas,55540,6560
29-2061,Kentucky,56040,9290
29-2061,Louisiana,50000,17900
29-2061,Maine,63950,900
29-2061,Maryland,64510,7700
29-2061,Massachusetts,73380,13890
29-2061,Michigan,61850,11380
29-2061,Minnesota,58870,13870
29-2061,Mississippi,48260,9380
29-2061,Missouri,56030,12720
29-2061,Montana,55840,1860
29-2061,Nebraska,57580,4880
29-2061,Nevada,64920,3030
29-2061,New Hampshire,70620,2390
29-2061,New Jersey,64620,16250
29-2061,New Mexico,60370,1730
29-2061,New York,62360,38760
29-2061,North Carolina,58590,16430
29-2061,North Dakota,57910,2520
29-2061,Ohio,58130,36430
29-2061,Oklahoma,50510,11860
29-2061,Oregon,71040,4150
29-2061,Pennsylvania,59650,30110
29-2061,Rhode Island,76840,1110
29-2061,South Carolina,56710,8970
29-2061,South Dakota,49610,2150
29-2061,Tennessee,49780,18840
29-2061,Texas,57010,59170
29-2061,Utah,57200,1420
29-2061,Vermont,62550,1230
29-2061,Virginia,58200,16980
29-2061,Washington,76190,6260
29-2061,West Virginia,47610,6560
29-2061,Wisconsin,57150,7050
29-2061,Wyoming,57470,600
31-1120,Alabama,23810,19910
31-1120,Alaska,37050,5660
31-1120,Arizona,33300,64690
31-1120,Arkansas,27450,17320
31-1120,California,33530,796890
31-1120,Colorado,36120,41190
31-1120,Connecticut,36660,42280
31-1120,Delaware,29480,9100
31-1120,District of Columbia,37010,10730
31-1120,Florida,31040,79190
31-1120,Georgia,27920,40470
31-1120,Hawaii,35890,6950
31-1120,Idaho,29610,17290
31-1120,Illinois,35020,106710
31-1120,Indiana,30020,44390
31-1120,Iowa,34360,23410
31-1120,Kansas,27920,25830
31-1120,Kentucky,30370,25700
31-1120,Louisiana,20800,39120
31-1120,Maine,36170,17160
31-1120,Maryland,34770,31140
31-1120,Massachusetts,37450,113730
31-1120,Michigan,30860,83450
31-1120,Minnesota,34450,112010
31-1120,Mississippi,22810,17310
31-1120,Missouri,28700,83510
31-1120,Montana,30740,8070
31-1120,Nebraska,31840,10280
31-1120,Nevada,27740,14530
31-1120,New Hampshire,34420,7920
31-1120,New Jersey,35500,100860
31-1120,New Mexico,26680,36560
31-1120,New York,36450,566160
31-1120,North Carolina,28720,59000
31-1120,North Dakota,37210,6720
31-1120,Ohio,29290,91890
31-1120,Oklahoma,25650,19320
31-1120,Oregon,38480,33060
31-1120,Pennsylvania,29000,213020
31-1120,Rhode Island,37960,8040
31-1120,South Carolina,28330,31750
31-1120,South Dakota,34690,3770
31-1120,Tennessee,28640,32920
31-1120,Texas,22530,312420
31-1120,Utah,35020,13120
31-1120,Vermont,32320,7500
31-1120,Virginia,27060,60200
31-1120,Washington,42320,79080
31-1120,West Virginia,25660,19790
31-1120,Wisconsin,31820,74960
31-1120,Wyoming,29810,3280
31-1131,Alabama,30540,22430
31-1131,Alaska,45480,1710
31-1131,Arizona,39920,15490
31-1131,Arkansas,31230,17650
31-1131,California,45170,105750
31-1131,Colorado,42520,20820
31-1131,Connecticut,40890,19460
31-1131,Delaware,38240,5770
31-1131,District of Columbia,46220,2820
31-1131,Florida,36340,89600
31-1131,Georgia,34710,40980
31-1131,Hawaii,44080,3930
31-1131,Idaho,37120,6760
31-1131,Illinois,39510,62420
31-1131,Indiana,36790,29800
31-1131,Iowa,37340,20160
31-1131,Kansas,35450,22290
31-1131,Kentucky,36510,19910
31-1131,Louisiana,29070,17740
31-1131,Maine,43120,7550
31-1131,Maryland,38620,24810
31-1131,Massachusetts,44200,36790
31-1131,Michigan,37940,38360
31-1131,Minnesota,41940,26910
31-1131,Mississippi,29310,11610
31-1131,Missouri,36260,29340
31-1131,Montana,37970,4500
31-1131,Nebraska,37530,16530
31-1131,Nevada,42200,7730
31-1131,New Hampshire,43940,7710
31-1131,New Jersey,41450,31610
31-1131,New Mexico,35400,4460
31-1131,New York,45890,84550
31-1131,North Carolina,36010,56390
31-1131,North Dakota,40650,8630
31-1131,Ohio,38030,61410
31-1131,Oklahoma,33320,17440
31-1131,Oregon,46260,13660
31-1131,Pennsylvania,38540,65220
31-1131,Rhode Island,41600,8370
31-1131,South Carolina,35090,20040
31-1131,South Dakota,35720,5880
31-1131,Tennessee,35040,23150
31-1131,Texas,35110,84960
31-1131,Utah,37270,11930
31-1131,Vermont,40460,2920
31-1131,Virginia,36820,39750
31-1131,Washington,46000,36820
31-1131,West Virginia,35490,8720
31-1131,Wisconsin,40010,25950
31-1131,Wyoming,36710,2580
31-9091,Alabama,36120,4630
31-9091,Alaska,51820,940
31-9091,Arizona,48190,7550
31-9091,Arkansas,38590,2970
31-9091,California,48210,56870
31-9091,Colorado,48950,6710
31-9091,Connecticut,49510,3700
31-9091,Delaware,46320,900
31-9091,District of Columbia,52880,590
31-9091,Florida,46600,25370
31-9091,Georgia,45670,10050
31-9091,Hawaii,44880,1350
31-9091,Idaho,37700,3060
31-9091,Illinois,43590,14370
31-9091,Indiana,46380,6300
31-9091,Iowa,47580,3400
31-9091,Kansas,39290,3190
31-9091,Kentucky,38530,4300
31-9091,Louisiana,38180,4740
31-9091,Maine,47060,1390
31-9091,Maryland,47920,5700
31-9091,Massachusetts,58860,9200
31-9091,Michigan,45740,10750
31-9091,Minnesota,62870,6000
31-9091,Mississippi,36710,2530
31-9091,Missouri,45760,6530
31-9091,Montana,44400,1480
31-9091,Nebraska,44480,2200
31-9091,Nevada,46330,3860
31-9091,New Hampshire,56360,1350
31-9091,New Jersey,46790,10170
31-9091,New Mexico,38480,2220
31-9091,New York,45590,17840
31-9091,North Carolina,47000,10930
31-9091,North Dakota,57040,800
31-9091,Ohio,46450,11230
31-9091,Oklahoma,38940,4430
31-9091,Oregon,57040,5180
31-9091,Pennsylvania,46680,10330
31-9091,Rhode Island,47120,1080
31-9091,South Carolina,46490,5000
31-9091,South Dakota,47490,1140
31-9091,Tennessee,45190,6390
31-9091,Texas,39640,34490
31-9091,Utah,37140,6250
31-9091,Vermont,49730,580
31-9091,Virginia,48000,9580
31-9091,Washington,55700,12270
31-9091,West Virginia,37360,1430
31-9091,Wisconsin,45970,6670
31-9091,Wyoming,47450,680
31-9092,Alabama,34050,12360
31-9092,Alaska,50160,2140
31-9092,Arizona,43770,22180
31-9092,Arkansas,35050,4700
31-9092,California,46690,110280
31-9092,Colorado,45770,12270
31-9092,Connecticut,45780,9160
31-9092,Delaware,40250,2790
31-9092,District of Columbia,48710,2580
31-9092,Florida,38340,55110
31-9092,Georgia,38060,25160
31-9092,Hawaii,46930,3870
31-9092,Idaho,40670,4660
31-9092,Illinois,42850,21040
31-9092,Indiana,40680,20220
31-9092,Iowa,42980,4830
31-9092,Kansas,37670,4900
31-9092,Kentucky,37140,12460
31-9092,Louisiana,34280,10610
31-9092,Maine,44610,3960
31-9092,Maryland,44010,14440
31-9092,Massachusetts,47770,16260
31-9092,Michigan,38300,26370
31-9092,Minnesota,48890,11840
31-9092,Mississippi,34040,3590
31-9092,Missouri,38260,11820
31-9092,Montana,44040,2330
31-9092,Nebraska,39870,2390
31-9092,Nevada,39940,7550
31-9092,New Hampshire,46240,2930
31-9092,New Jersey,45340,19880
31-9092,New Mexico,37640,6580
31-9092,New York,45440,39860
31-9092,North Carolina,40190,22950
31-9092,North Dakota,40880,420
31-9092,Ohio,38280,21260
31-9092,Oklahoma,37240,9880
31-9092,Oregon,48350,11650
31-9092,Pennsylvania,39480,24250
31-9092,Rhode Island,43980,3080
31-9092,South Carolina,37420,9530
31-9092,South Dakota,36280,1010
31-9092,Tennessee,37350,18640
31-9092,Texas,37570,66720
31-9092,Utah,40270,9660
31-9092,Vermont,44480,1210
31-9092,Virginia,40240,16100
31-9092,Washington,52600,17580
31-9092,West Virginia,34340,4120
31-9092,Wisconsin,46320,12970
31-9092,Wyoming,38730,870
33-2011,Alabama,41290,6960
33-2011,Alaska,58280,1130
33-2011,Arizona,52380,7380
33-2011,Arkansas,39940,2530
33-2011,California,80330,27750
33-2011,Colorado,72930,6310
33-2011,Connecticut,76480,3050
33-2011,Delaware,42970,600
33-2011,Florida,55000,22130
33-2011,Georgia,42950,11090
33-2011,Idaho,47240,2020
33-2011,Illinois,80380,14950
33-2011,Indiana,58930,9270
33-2011,Iowa,50460,1940
33-2011,Kansas,42370,3190
33-2011,Kentucky,34430,4530
33-2011,Louisiana,30770,5110
33-2011,Maine,46900,2300
33-2011,Maryland,65090,4460
33-2011,Massachusetts,70270,11770
33-2011,Michigan,51200,7080
33-2011,Minnesota,38750,4760
33-2011,Mississippi,36130,2420
33-2011,Missouri,45050,5570
33-2011,Montana,60950,1110
33-2011,Nebraska,69040,1040
33-2011,Nevada,63600,2130
33-2011,New Hampshire,51470,2540
33-2011,New Jersey,85330,5530
33-2011,New Mexico,41790,2100
33-2011,New York,82290,10190
33-2011,North Carolina,35650,16970
33-2011,North Dakota,50450,860
33-2011,Ohio,55040,17320
33-2011,Oklahoma,53760,3890
33-2011,Oregon,70830,3160
33-2011,Pennsylvania,72590,
33-2011,Rhode Island,65590,1730
33-2011,South Carolina,45540,6710
33-2011,South Dakota,51330,470
33-2011,Tennessee,42220,5030
33-2011,Texas,59880,28570
33-2011,Utah,46180,2750
33-2011,Vermont,48260,390
33-2011,Virginia,54170,10770
33-2011,Washington,88230,6660
33-2011,West Virginia,40100,1070
33-2011,Wisconsin,44710,7430
33-2011,Wyoming,52250,680
33-3012,Alabama,40760,4840
33-3012,Alaska,70870,1170
33-3012,Arizona,53260,13260
33-3012,Arkansas,40480,4590
33-3012,California,93160,33740
33-3012,Colorado,58470,6610
33-3012,Connecticut,59860,3620
33-3012,Delaware,53710,1610
33-3012,Florida,41180,18890
33-3012,Georgia,41880,10040
33-3012,Hawaii,63110,1280
33-3012,Idaho,48400,1800
33-3012,Illinois,64440,12070
33-3012,Indiana,44370,6870
33-3012,Iowa,48920,3230
33-3012,Kansas,42020,3270
33-3012,Kentucky,36940,6330
33-3012,Louisiana,39420,6950
33-3012,Maine,48360,990
33-3012,Maryland,58950,5950
33-3012,Massachusetts,78810,5950
33-3012,Michigan,62460,7790
33-3012,Minnesota,58620,4980
33-3012,Mississippi,35040,4530
33-3012,Missouri,38000,5500
33-3012,Montana,48870,1190
33-3012,Nebraska,58240,3010
33-3012,Nevada,63500,3100
33-3012,New Hampshire,52350,730
33-3012,New Jersey,87460,8540
33-3012,New Mexico,41600,3230
33-3012,New York,71300,26080
33-3012,North Carolina,46440,12140
33-3012,North Dakota,48560,1020
33-3012,Ohio,56530,12560
33-3012,Oklahoma,43690,3910
33-3012,Oregon,78070,4330
33-3012,Pennsylvania,59240,15250
33-3012,South Carolina,43040,4740
33-3012,South Dakota,49950,1210
33-3012,Tennessee,46850,8300
33-3012,Texas,48030,35570
33-3012,Utah,60030,1810
33-3012,Vermont,50250,410
33-3012,Virginia,47010,10390
33-3012,Washington,62820,6250
33-3012,West Virginia,45550,2590
33-3012,Wisconsin,60630,6500
33-3012,Wyoming,48830,840
33-3051,Alabama,51030,12770
33-3051,Alaska,90060,1280
33-3051,Arizona,76450,12580
33-3051,Arkansas,44300,5270
33-3051,California,113460,68010
33-3051,Colorado,88400,9950
33-3051,Connecticut,85340,6660
33-3051,Delaware,82410,1730
33-3051,District of Columbia,80040,5010
33-3051,Florida,68240,48030
33-3051,Georgia,53730,23370
33-3051,Hawaii,88230,2380
33-3051,Idaho,63110,2980
33-3051,Illinois,98430,30550
33-3051,Indiana,66320,12430
33-3051,Iowa,69270,4920
33-3051,Kansas,53170,5840
33-3051,Kentucky,50470,7180
33-3051,Louisiana,47800,12670
33-3051,Maine,62280,1990
33-3051,Maryland,75460,9470
33-3051,Massachusetts,75700,16910
33-3051,Michigan,69240,15850
33-3051,Minnesota,84080,9330
33-3051,Mississippi,41080,7390
33-3051,Missouri,56480,13070
33-3051,Montana,63810,2130
33-3051,Nebraska,66000,3830
33-3051,Nevada,80730,5820
33-3051,New Hampshire,63750,2730
33-3051,New Jersey,91850,21330
33-3051,New Mexico,62840,4590
33-3051,New York,85460,37910
33-3051,North Carolina,52380,21300
33-3051,North Dakota,67060,1730
33-3051,Ohio,74300,22320
33-3051,Oklahoma,53850,8410
33-3051,Oregon,83360,4810
33-3051,Pennsylvania,85390,25680
33-3051,Rhode Island,76060,1890
33-3051,South Carolina,50380,12330
33-3051,South Dakota,55390,1860
33-3051,Tennessee,52000,12730
33-3051,Texas,74010,57760
33-3051,Utah,67540,5320
33-3051,Vermont,65760,880
33-3051,Virginia,61980,17870
33-3051,Washington,99510,8700
33-3051,West Virginia,50560,3440
33-3051,Wisconsin,77040,12170
33-3051,Wyoming,64100,1150
33-9032,Alabama,29010,15290
33-9032,Alaska,47300,2320
33-9032,Arizona,36090,25250
33-9032,Arkansas,35340,6280
33-9032,California,39590,183620
33-9032,Colorado,40010,16400
33-9032,Connecticut,37630,11870
33-9032,Delaware,34250,2860
33-9032,District of Columbia,51110,14570
33-9032,Florida,33890,91200
33-9032,Georgia,34800,35910
33-9032,Hawaii,38900,9390
33-9032,Idaho,36800,2440
33-9032,Illinois,36960,51340
33-9032,Indiana,37800,19050
33-9032,Iowa,35930,6310
33-9032,Kansas,33470,6470
33-9032,Kentucky,31380,12970
33-9032,Louisiana,29310,14580
33-9032,Maine,39090,1690
33-9032,Maryland,41610,27370
33-9032,Massachusetts,40390,23700
33-9032,Michigan,35740,25170
33-9032,Minnesota,41600,12800
33-9032,Mississippi,28500,10300
33-9032,Missouri,38430,18620
33-9032,Montana,34630,1310
33-9032,Nebraska,36820,4410
33-9032,Nevada,36340,22490
33-9032,New Hampshire,40880,2660
33-9032,New Jersey,37860,37910
33-9032,New Mexico,34250,7490
33-9032,New York,39780,121920
33-9032,North Carolina,33550,28490
33-9032,North Dakota,39430,1170
33-9032,Ohio,34350,34490
33-9032,Oklahoma,29780,11830
33-9032,Oregon,39140,10920
33-9032,Pennsylvania,36020,43440
33-9032,Rhode Island,38380,2940
33-9032,South Carolina,31660,14740
33-9032,South Dakota,35330,1410
33-9032,Tennessee,33970,26840
33-9032,Texas,31530,98660
33-9032,Utah,37780,5970
33-9032,Vermont,39260,840
33-9032,Virginia,38790,33600
33-9032,Washington,45090,23830
33-9032,West Virginia,29630,6080
33-9032,Wisconsin,36620,10840
33-9032,Wyoming,34800,910
35-1011,Alabama,58240,790
35-1011,Alaska,60250,570
35-1011,Arizona,64560,2580
35-1011,Arkansas,46380,1060
35-1011,California,60930,27460
35-1011,Colorado,63470,4170
35-1011,Connecticut,60570,3490
35-1011,Delaware,51550,560
35-1011,District of Columbia,69410,1770
35-1011,Florida,56910,14910
35-1011,Georgia,52230,4560
35-1011,Hawaii,94030,580
35-1011,Idaho,45600,530
35-1011,Illinois,61420,7650
35-1011,Indiana,51440,1420
35-1011,Iowa,41790,1570
35-1011,Kansas,53760,1260
35-1011,Kentucky,36770,2050
35-1011,Louisiana,45100,1760
35-1011,Maine,58490,1030
35-1011,Maryland,63550,2730
35-1011,Massachusetts,75770,4470
35-1011,Michigan,56630,4520
35-1011,Minnesota,57440,2110
35-1011,Mississippi,49550,700
35-1011,Missouri,54230,2010
35-1011,Montana,48890,530
35-1011,Nebraska,51940,730
35-1011,Nevada,52980,3900
35-1011,New Hampshire,56040,1180
35-1011,New Jersey,65000,6350
35-1011,New Mexico,63440,300
35-1011,New York,62750,13670
35-1011,North Carolina,57940,3310
35-1011,North Dakota,75400,120
35-1011,Ohio,47980,4480
35-1011,Oklahoma,33090,1490
35-1011,Oregon,56900,2740
35-1011,Pennsylvania,60200,5320
35-1011,Rhode Island,75590,500
35-1011,South Carolina,52500,2120
35-1011,South Dakota,46260,160
35-1011,Tennessee,55650,2150
35-1011,Texas,48560,13670
35-1011,Utah,49450,1510
35-1011,Vermont,61240,770
35-1011,Virginia,49660,3890
35-1011,Washington,67140,4470
35-1011,West Virginia,55180,330
35-1011,Wisconsin,59160,2050
35-1011,Wyoming,62220,300
35-1012,Alabama,35200,20050
35-1012,Alaska,45790,2380
35-1012,Arizona,40580,25780
35-1012,Arkansas,31640,10520
35-1012,California,43740,123170
35-1012,Colorado,46180,24650
35-1012,Connecticut,45250,10660
35-1012,Delaware,46070,3830
35-1012,District of Columbia,57520,3390
35-1012,Florida,38170,83100
35-1012,Georgia,36160,42990
35-1012,Hawaii,44370,7570
35-1012,Idaho,36500,6970
35-1012,Illinois,38740,38970
35-1012,Indiana,37200,24910
35-1012,Iowa,37980,11270
35-1012,Kansas,37230,10210
35-1012,Kentucky,35050,18410
35-1012,Louisiana,34780,17900
35-1012,Maine,44870,4200
35-1012,Maryland,39530,18580
35-1012,Massachusetts,44930,26390
35-1012,Michigan,37120,32120
35-1012,Minnesota,43160,17860
35-1012,Mississippi,32610,11930
35-1012,Missouri,36240,22390
35-1012,Montana,38770,5120
35-1012,Nebraska,36380,6910
35-1012,Nevada,36810,13810
35-1012,New Hampshire,46320,4060
35-1012,New Jersey,46780,25850
35-1012,New Mexico,36870,6940
35-1012,New York,45870,56710
35-1012,North Carolina,38490,39450
35-1012,North Dakota,44970,2140
35-1012,Ohio,36570,46900
35-1012,Oklahoma,34790,17180
35-1012,Oregon,43200,14030
35-1012,Pennsylvania,38050,41340
35-1012,Rhode Island,56410,3910
35-1012,South Carolina,37790,17540
35-1012,South Dakota,37930,2850
35-1012,Tennessee,36810,27440
35-1012,Texas,35710,120680
35-1012,Utah,37440,11780
35-1012,Vermont,46600,1900
35-1012,Virginia,43290,31530
35-1012,Washington,45520,27090
35-1012,West Virginia,29680,6810
35-1012,Wisconsin,38010,21980
35-1012,Wyoming,36850,2420
35-2014,Alabama,28940,17450
35-2014,Alaska,37160,2230
35-2014,Arizona,37460,28400
35-2014,Arkansas,28880,11880
35-2014,California,41400,145810
35-2014,Colorado,38130,33120
35-2014,Connecticut,36830,14430
35-2014,Delaware,33560,5720
35-2014,District of Columbia,38120,6960
35-2014,Florida,35120,130820
35-2014,Georgia,30400,50770
35-2014,Hawaii,41500,12120
35-2014,Idaho,34160,7670
35-2014,Illinois,36300,54010
35-2014,Indiana,30580,26170
35-2014,Iowa,32090,12750
35-2014,Kansas,32310,11210
35-2014,Kentucky,29400,15170
35-2014,Louisiana,28710,14920
35-2014,Maine,38700,5250
35-2014,Maryland,35810,20660
35-2014,Massachusetts,43560,31620
35-2014,Michigan,35250,37090
35-2014,Minnesota,37480,27440
35-2014,Mississippi,28950,9740
35-2014,Missouri,33630,32850
35-2014,Montana,34880,6810
35-2014,Nebraska,35230,4960
35-2014,Nevada,36490,25540
35-2014,New Hampshire,37930,6520
35-2014,New Jersey,37250,26690
35-2014,New Mexico,30150,9350
35-2014,New York,39110,67870
35-2014,North Carolina,34020,47380
35-2014,North Dakota,35340,4130
35-2014,Ohio,30980,51180
35-2014,Oklahoma,29910,15760
35-2014,Oregon,36690,18740
35-2014,Pennsylvania,32210,54980
35-2014,Rhode Island,37850,6890
35-2014,South Carolina,31870,27070
35-2014,South Dakota,33940,1410
35-2014,Tennessee,34260,29160
35-2014,Texas,30600,123920
35-2014,Utah,37120,11300
35-2014,Vermont,44000,2500
35-2014,Virginia,34890,38210
35-2014,Washington,43990,30050
35-2014,West Virginia,28100,7060
35-2014,Wisconsin,35870,25520
35-2014,Wyoming,30370,3110
35-3031,Alabama,20210,29410
35-3031,Alaska,26610,3730
35-3031,Arizona,43780,49290
35-3031,Arkansas,26160,17350
35-3031,California,34780,225040
35-3031,Colorado,33020,44230
35-3031,Connecticut,35530,22150
35-3031,Delaware,28150,8110
35-3031,District of Columbia,37390,11640
35-3031,Florida,29940,198440
35-3031,Georgia,23030,70420
35-3031,Hawaii,28180,14380
35-3031,Idaho,29710,12210
35-3031,Illinois,28030,86200
35-3031,Indiana,23990,44570
35-3031,Iowa,27000,19350
35-3031,Kansas,30520,20600
35-3031,Kentucky,21360,27160
35-3031,Louisiana,22230,31300
35-3031,Maine,37920,9030
35-3031,Maryland,33760,35160
35-3031,Massachusetts,35070,50370
35-3031,Michigan,35400,67010
35-3031,Minnesota,23850,38760
35-3031,Mississippi,20330,14560
35-3031,Missouri,33010,42400
35-3031,Montana,20990,7630
35-3031,Nebraska,30120,13010
35-3031,Nevada,24960,38230
35-3031,New Hampshire,34730,10040
35-3031,New Jersey,37270,58310
35-3031,New Mexico,30350,12760
35-3031,New York,41540,130190
35-3031,North Carolina,21060,71840
35-3031,North Dakota,29540,5090
35-3031,Ohio,28950,76110
35-3031,Oklahoma,19140,30450
35-3031,Oregon,31110,22680
35-3031,Pennsylvania,29710,81500
35-3031,Rhode Island,31940,9430
35-3031,South Carolina,18680,42470
35-3031,South Dakota,28000,6080
35-3031,Tennessee,27060,53980
35-3031,Texas,27030,202590
35-3031,Utah,31860,17400
35-3031,Vermont,60300,4660
35-3031,Virginia,34150,58690
35-3031,Washington,48980,43430
35-3031,West Virginia,27950,9190
35-3031,Wisconsin,28090,35350
35-3031,Wyoming,21790,3910
37-2011,Alabama,27810,25460
37-2011,Alaska,36950,5270
37-2011,Arizona,34180,36900
37-2011,Arkansas,28550,16040
37-2011,California,37970,245790
37-2011,Colorado,36320,36570
37-2011,Connecticut,36610,30460
37-2011,Delaware,32470,7980
37-2011,District of Columbia,37660,14640
37-2011,Florida,29800,126070
37-2011,Georgia,30100,51210
37-2011,Hawaii,36140,10390
37-2011,Idaho,33250,12010
37-2011,Illinois,36400,97850
37-2011,Indiana,34100,43340
37-2011,Iowa,34610,25970
37-2011,Kansas,30380,17790
37-2011,Kentucky,29960,26440
37-2011,Louisiana,25980,31060
37-2011,Maine,37330,9490
37-2011,Maryland,36050,37740
37-2011,Massachusetts,38950,55160
37-2011,Michigan,34080,63550
37-2011,Minnesota,37540,42750
37-2011,Mississippi,25670,16120
37-2011,Missouri,31590,42880
37-2011,Montana,36510,8660
37-2011,Nebraska,32390,14160
37-2011,Nevada,34940,32210
37-2011,New Hampshire,37550,8700
37-2011,New Jersey,36620,65580
37-2011,New Mexico,30360,14240
37-2011,New York,38710,186630
37-2011,North Carolina,29780,56240
37-2011,North Dakota,35650,7160
37-2011,Ohio,33840,72410
37-2011,Oklahoma,29310,21070
37-2011,Oregon,36640,22000
37-2011,Pennsylvania,34790,89500
37-2011,Rhode Island,36120,6300
37-2011,South Carolina,28820,30100
37-2011,South Dakota,33070,8110
37-2011,Tennessee,30180,36450
37-2011,Texas,29640,174690
37-2011,Utah,29620,24160
37-2011,Vermont,36800,4760
37-2011,Virginia,31150,58910
37-2011,Washington,40530,47880
37-2011,West Virginia,28930,9860
37-2011,Wisconsin,34140,39660
37-2011,Wyoming,33270,4150
37-3011,Alabama,33820,11450
37-3011,Alaska,44570,920
37-3011,Arizona,37090,20720
37-3011,Arkansas,31550,6470
37-3011,California,40800,105790
37-3011,Colorado,44210,22380
37-3011,Connecticut,44710,13550
37-3011,Delaware,36710,3570
37-3011,District of Columbia,46320,530
37-3011,Florida,35460,82770
37-3011,Georgia,35760,21660
37-3011,Hawaii,42590,6870
37-3011,Idaho,38130,7300
37-3011,Illinois,43080,37290
37-3011,Indiana,36460,18840
37-3011,Iowa,37390,7200
37-3011,Kansas,37510,8120
37-3011,Kentucky,34980,9460
37-3011,Louisiana,30020,8180
37-3011,Maine,40520,5270
37-3011,Maryland,38460,17470
37-3011,Massachusetts,46600,21460
37-3011,Michigan,36630,30100
37-3011,Minnesota,43640,16880
37-3011,Mississippi,29730,5360
37-3011,Missouri,36540,16860
37-3011,Montana,38420,3550
37-3011,Nebraska,37160,6040
37-3011,Nevada,36490,9250
37-3011,New Hampshire,41180,5830
37-3011,New Jersey,41790,29270
37-3011,New Mexico,34800,4590
37-3011,New York,39490,49160
37-3011,North Carolina,35680,32210
37-3011,North Dakota,39470,2200
37-3011,Ohio,36100,34160
37-3011,Oklahoma,34170,9420
37-3011,Oregon,41220,11160
37-3011,Pennsylvania,36400,37010
37-3011,Rhode Island,44960,4480
37-3011,South Carolina,35120,15990
37-3011,South Dakota,30830,2640
37-3011,Tennessee,36110,15350
37-3011,Texas,35600,68500
37-3011,Utah,38430,11220
37-3011,Vermont,44580,2710
37-3011,Virginia,37010,24660
37-3011,Washington,45770,21890
37-3011,West Virginia,29010,4090
37-3011,Wisconsin,37890,16550
37-3011,Wyoming,36970,1580
39-5012,Alabama,30240,3000
39-5012,Alaska,37190,320
39-5012,Arizona,34020,7060
39-5012,Arkansas,26860,1280
39-5012,California,37170,20450
39-5012,Colorado,36010,6560
39-5012,Connecticut,35170,3880
39-5012,Delaware,33650,1310
39-5012,District of Columbia,50000,850
39-5012,Florida,33910,21820
39-5012,Georgia,29290,6220
39-5012,Hawaii,28690,1050
39-5012,Idaho,30990,1120
39-5012,Illinois,35940,13200
39-5012,Indiana,30220,5990
39-5012,Iowa,30050,2650
39-5012,Kansas,33600,2470
39-5012,Kentucky,30420,2120
39-5012,Louisiana,26590,2420
39-5012,Maine,47050,1090
39-5012,Maryland,34990,6170
39-5012,Massachusetts,46410,9880
39-5012,Michigan,33640,9070
39-5012,Minnesota,34770,5510
39-5012,Mississippi,25060,950
39-5012,Missouri,33420,5960
39-5012,Montana,34830,620
39-5012,Nebraska,40370,1870
39-5012,Nevada,28600,2020
39-5012,New Hampshire,34580,1340
39-5012,New Jersey,36560,14470
39-5012,New Mexico,27380,1540
39-5012,New York,32930,21000
39-5012,North Carolina,36020,8380
39-5012,North Dakota,35610,1050
39-5012,Ohio,33920,13060
39-5012,Oklahoma,34450,2230
39-5012,Oregon,35080,2190
39-5012,Pennsylvania,31170,19120
39-5012,Rhode Island,34530,1500
39-5012,South Carolina,28910,3280
39-5012,South Dakota,38070,750
39-5012,Tennessee,31500,5310
39-5012,Texas,29270,25540
39-5012,Utah,35740,2730
39-5012,Vermont,47200,600
39-5012,Virginia,36200,9650
39-5012,Washington,50330,6680
39-5012,West Virginia,29480,1080
39-5012,Wisconsin,36200,6050
39-5012,Wyoming,28860,410
39-9011,Alabama,21550,5180
39-9011,Alaska,35950,1090
39-9011,Arizona,35680,5220
39-9011,Arkansas,27980,6030
39-9011,California,37270,37490
39-9011,Colorado,37690,11010
39-9011,Connecticut,34340,5440
39-9011,Delaware,28240,1050
39-9011,District of Columbia,37480,1710
39-9011,Florida,29360,28380
39-9011,Georgia,27760,22960
39-9011,Hawaii,36070,1870
39-9011,Idaho,28510,4320
39-9011,Illinois,31150,24270
