fips,state,county,year,acs_median_household_income,acs_median_gross_rent,acs_rent_burden_pct,acs_poverty_rate,bls_unemployment_rate
18141,Indiana,St. Joseph County,2023,64885.0,1030.0,30.3,14.58,5.03
18143,Indiana,Scott County,2023,54583.0,790.0,28.4,14.74,3.37
18145,Indiana,Shelby County,2023,71301.0,956.0,24.8,11.51,4.04
18147,Indiana,Spencer County,2023,70890.0,697.0,27.1,6.64,3.41
18149,Indiana,Starke County,2023,62933.0,690.0,24.5,14.84,3.38
18151,Indiana,Steuben County,2023,71483.0,921.0,24.0,8.81,7.09
18153,Indiana,Sullivan County,2023,54985.0,813.0,27.4,13.47,5.09
18155,Indiana,Switzerland County,2023,65148.0,720.0,23.9,11.07,4.08
18157,Indiana,Tippecanoe County,2023,58622.0,1088.0,33.7,19.0,2.92
18159,Indiana,Tipton County,2023,78309.0,854.0,18.8,11.54,2.98
18161,Indiana,Union County,2023,79500.0,792.0,26.2,6.4,5.08
18163,Indiana,Vanderburgh County,2023,60938.0,964.0,28.5,14.36,4.4
18165,Indiana,Vermillion County,2023,59363.0,785.0,28.1,13.28,5.97
18167,Indiana,Vigo County,2023,52525.0,879.0,33.4,20.03,6.06
18169,Indiana,Wabash County,2023,68414.0,752.0,27.0,10.75,3.57
18171,Indiana,Warren County,2023,74635.0,815.0,28.2,12.72,4.63
18173,Indiana,Warrick County,2023,95027.0,1008.0,23.4,6.38,2.85
18175,Indiana,Washington County,2023,61358.0,760.0,26.7,13.46,3.6
18177,Indiana,Wayne County,2023,56652.0,813.0,29.4,16.87,5.33
18179,Indiana,Wells County,2023,69741.0,837.0,23.7,7.22,2.08
18181,Indiana,White County,2023,66143.0,853.0,27.5,9.96,4.75
18183,Indiana,Whitley County,2023,75790.0,867.0,24.7,10.69,4.46
19001,Iowa,Adair County,2023,66176.0,730.0,24.3,10.33,4.22
19003,Iowa,Adams County,2023,68828.0,909.0,21.2,9.52,2.94
19005,Iowa,Allamakee County,2023,66000.0,717.0,19.6,12.06,3.57
19007,Iowa,Appanoose County,2023,51146.0,779.0,27.8,20.43,6.94
19009,Iowa,Audubon County,2023,54152.0,707.0,29.3,11.83,1.86
19011,Iowa,Benton County,2023,84742.0,815.0,25.4,7.88,2.34
19013,Iowa,Black Hawk County,2023,64581.0,962.0,29.1,14.71,4.84
19015,Iowa,Boone County,2023,79741.0,826.0,23.6,6.71,1.33
19017,Iowa,Bremer County,2023,83343.0,844.0,23.0,7.48,3.58
19019,Iowa,Buchanan County,2023,78430.0,802.0,25.0,7.03,2.72
19021,Iowa,Buena Vista County,2023,66564.0,835.0,21.2,8.24,5.01
19023,Iowa,Butler County,2023,69651.0,780.0,23.2,10.68,3.37
19025,Iowa,Calhoun County,2023,66875.0,690.0,22.2,8.61,2.82
19027,Iowa,Carroll County,2023,68528.0,722.0,26.0,8.34,2.07
19029,Iowa,Cass County,2023,61657.0,769.0,29.7,17.44,1.13
19031,Iowa,Cedar County,2023,79080.0,860.0,27.5,7.24,2.93
19033,Iowa,Cerro Gordo County,2023,65537.0,840.0,23.6,9.36,2.62
19035,Iowa,Cherokee County,2023,64478.0,711.0,28.6,15.23,2.99
19037,Iowa,Chickasaw County,2023,73421.0,779.0,19.7,7.09,1.83
19039,Iowa,Clarke County,2023,66821.0,836.0,27.6,13.76,4.08
19041,Iowa,Clay County,2023,64082.0,798.0,25.8,11.45,3.96
19043,Iowa,Clayton County,2023,62326.0,764.0,26.4,13.63,2.58
19045,Iowa,Clinton County,2023,65177.0,825.0,28.3,13.14,3.8
19047,Iowa,Crawford County,2023,65039.0,727.0,23.8,16.37,1.74
19049,Iowa,Dallas County,2023,102349.0,1239.0,24.6,5.83,2.93
19051,Iowa,Davis County,2023,79505.0,878.0,23.6,7.18,3.52
19053,Iowa,Decatur County,2023,57146.0,663.0,19.6,15.21,3.23
19055,Iowa,Delaware County,2023,76205.0,743.0,27.2,7.87,2.11
19057,Iowa,Des Moines County,2023,60662.0,908.0,33.4,14.14,3.16
19059,Iowa,Dickinson County,2023,74570.0,930.0,25.1,6.27,2.42
19061,Iowa,Dubuque County,2023,75919.0,944.0,27.3,9.41,3.77
19063,Iowa,Emmet County,2023,65181.0,731.0,21.7,10.38,1.95
19065,Iowa,Fayette County,2023,58764.0,813.0,28.3,12.46,3.83
19067,Iowa,Floyd County,2023,64500.0,672.0,25.7,11.39,3.54
19069,Iowa,Franklin County,2023,63648.0,649.0,19.7,15.06,3.76
19071,Iowa,Fremont County,2023,73750.0,753.0,20.9,7.59,0.96
19073,Iowa,Greene County,2023,59159.0,774.0,25.7,10.44,3.24
19075,Iowa,Grundy County,2023,83617.0,777.0,23.6,6.44,2.19
19077,Iowa,Guthrie County,2023,79981.0,823.0,26.0,9.34,3.29
19079,Iowa,Hamilton County,2023,71750.0,853.0,22.2,7.99,3.94
19081,Iowa,Hancock County,2023,70212.0,784.0,25.1,12.14,2.23
19083,Iowa,Hardin County,2023,64906.0,814.0,27.7,8.61,3.69
19085,Iowa,Harrison County,2023,77027.0,854.0,24.0,7.5,2.75
19087,Iowa,Henry County,2023,64604.0,770.0,27.1,12.08,2.19
19089,Iowa,Howard County,2023,67336.0,699.0,19.1,8.4,1.65
19091,Iowa,Humboldt County,2023,66994.0,731.0,20.3,13.69,3.09
19093,Iowa,Ida County,2023,62841.0,669.0,22.2,10.35,1.93
19095,Iowa,Iowa County,2023,72185.0,722.0,23.0,9.22,2.41
19097,Iowa,Jackson County,2023,71605.0,800.0,26.3,10.31,4.69
19099,Iowa,Jasper County,2023,70128.0,822.0,28.3,8.16,4.89
19101,Iowa,Jefferson County,2023,56824.0,881.0,34.3,14.55,5.29
19103,Iowa,Johnson County,2023,74721.0,1104.0,33.6,16.74,3.65
19105,Iowa,Jones County,2023,73071.0,759.0,24.6,10.43,2.9
19107,Iowa,Keokuk County,2023,60856.0,822.0,26.0,11.97,3.56
19109,Iowa,Kossuth County,2023,65656.0,859.0,26.0,9.65,2.12
19111,Iowa,Lee County,2023,59803.0,814.0,28.6,13.04,3.97
19113,Iowa,Linn County,2023,76421.0,915.0,27.6,9.86,3.68
19115,Iowa,Louisa County,2023,80223.0,797.0,19.3,9.87,3.85
19117,Iowa,Lucas County,2023,67921.0,738.0,26.5,16.48,3.77
19119,Iowa,Lyon County,2023,72881.0,802.0,23.2,5.33,2.35
19121,Iowa,Madison County,2023,89542.0,938.0,25.2,6.8,2.67
19123,Iowa,Mahaska County,2023,69019.0,821.0,21.9,11.85,3.29
19125,Iowa,Marion County,2023,78059.0,880.0,24.9,7.07,1.87
19127,Iowa,Marshall County,2023,72785.0,860.0,23.4,11.07,4.04
19129,Iowa,Mills County,2023,87810.0,888.0,24.9,6.87,2.71
19131,Iowa,Mitchell County,2023,68704.0,739.0,23.0,6.89,0.94
19133,Iowa,Monona County,2023,62944.0,795.0,27.3,11.22,2.09
19135,Iowa,Monroe County,2023,72518.0,787.0,32.8,9.17,2.93
19137,Iowa,Montgomery County,2023,63190.0,782.0,24.6,11.96,2.57
19139,Iowa,Muscatine County,2023,69512.0,966.0,26.2,11.57,3.67
19141,Iowa,O'Brien County,2023,68216.0,770.0,21.3,13.81,1.2
19143,Iowa,Osceola County,2023,69138.0,796.0,29.5,16.33,4.89
19145,Iowa,Page County,2023,57752.0,731.0,27.1,13.43,5.7
19147,Iowa,Palo Alto County,2023,68963.0,599.0,22.6,11.72,2.73
19149,Iowa,Plymouth County,2023,81600.0,865.0,17.7,6.76,1.85
19151,Iowa,Pocahontas County,2023,63423.0,743.0,19.9,8.7,5.51
19153,Iowa,Polk County,2023,81621.0,1113.0,27.5,10.06,4.36
19155,Iowa,Pottawattamie County,2023,71446.0,970.0,27.6,10.9,3.83
19157,Iowa,Poweshiek County,2023,64837.0,864.0,25.1,11.11,4.89
19159,Iowa,Ringgold County,2023,69821.0,745.0,28.9,9.01,2.18
19161,Iowa,Sac County,2023,70991.0,643.0,17.5,7.91,3.38
19163,Iowa,Scott County,2023,76363.0,958.0,28.8,11.65,3.72
19165,Iowa,Shelby County,2023,67690.0,810.0,28.4,8.53,3.29
19167,Iowa,Sioux County,2023,84736.0,888.0,25.8,6.43,2.0
19169,Iowa,Story County,2023,69006.0,1019.0,30.7,18.59,4.98
19171,Iowa,Tama County,2023,67955.0,865.0,26.0,15.35,3.97
19173,Iowa,Taylor County,2023,67279.0,707.0,19.3,10.36,3.36
19175,Iowa,Union County,2023,56813.0,683.0,25.4,12.6,4.57
19177,Iowa,Van Buren County,2023,60183.0,686.0,28.0,12.22,4.16
19179,Iowa,Wapello County,2023,60034.0,950.0,28.5,16.71,3.74
19181,Iowa,Warren County,2023,92990.0,975.0,26.9,5.35,3.02
19183,Iowa,Washington County,2023,71339.0,862.0,24.0,8.48,2.53
19185,Iowa,Wayne County,2023,59118.0,660.0,23.6,15.02,2.01
19187,Iowa,Webster County,2023,68054.0,762.0,25.4,11.72,3.76
19189,Iowa,Winnebago County,2023,63719.0,712.0,25.0,9.83,2.78
19191,Iowa,Winneshiek County,2023,75652.0,800.0,25.1,7.89,2.28
19193,Iowa,Woodbury County,2023,70147.0,946.0,25.9,13.34,4.27
19195,Iowa,Worth County,2023,76875.0,703.0,18.9,7.31,3.19
19197,Iowa,Wright County,2023,64033.0,788.0,25.2,14.75,1.71
20001,Kansas,Allen County,2023,57618.0,685.0,24.4,13.11,6.89
20003,Kansas,Anderson County,2023,64925.0,792.0,30.9,10.9,4.08
20005,Kansas,Atchison County,2023,62164.0,756.0,24.4,12.78,4.15
20007,Kansas,Barber County,2023,57615.0,743.0,26.1,17.64,2.27
20009,Kansas,Barton County,2023,56733.0,742.0,24.9,14.74,3.28
20011,Kansas,Bourbon County,2023,67555.0,784.0,26.2,11.78,3.82
20013,Kansas,Brown County,2023,58886.0,675.0,24.4,14.21,5.36
20015,Kansas,Butler County,2023,80375.0,984.0,28.5,9.03,3.06
20017,Kansas,Chase County,2023,54518.0,758.0,20.5,10.5,0.75
20019,Kansas,Chautauqua County,2023,54592.0,713.0,25.7,16.87,6.26
20021,Kansas,Cherokee County,2023,58274.0,801.0,27.7,13.06,3.56
20023,Kansas,Cheyenne County,2023,55765.0,703.0,18.4,17.41,1.78
20025,Kansas,Clark County,2023,65515.0,771.0,18.9,9.45,2.06
20027,Kansas,Clay County,2023,63136.0,911.0,30.3,12.93,1.09
20029,Kansas,Cloud County,2023,57333.0,689.0,22.2,10.16,4.21
20031,Kansas,Coffey County,2023,67377.0,842.0,23.8,9.56,5.95
20033,Kansas,Comanche County,2023,49417.0,672.0,28.1,11.18,2.44
20035,Kansas,Cowley County,2023,58263.0,779.0,29.3,13.86,4.97
20037,Kansas,Crawford County,2023,50311.0,837.0,30.6,20.8,3.46
20039,Kansas,Decatur County,2023,52030.0,695.0,22.8,12.96,3.71
20041,Kansas,Dickinson County,2023,67982.0,809.0,26.5,8.82,2.35
20043,Kansas,Doniphan County,2023,72833.0,801.0,22.3,9.8,1.51
20045,Kansas,Douglas County,2023,68756.0,1066.0,30.4,15.2,4.67
20047,Kansas,Edwards County,2023,53792.0,732.0,25.6,16.42,4.66
20049,Kansas,Elk County,2023,56087.0,534.0,22.5,16.72,3.46
20051,Kansas,Ellis County,2023,59889.0,899.0,31.1,17.73,3.16
20053,Kansas,Ellsworth County,2023,66792.0,705.0,22.8,8.45,2.86
20055,Kansas,Finney County,2023,72437.0,991.0,19.5,11.69,5.41
20057,Kansas,Ford County,2023,70495.0,960.0,20.6,14.37,4.65
20059,Kansas,Franklin County,2023,72142.0,949.0,28.0,9.65,2.41
20061,Kansas,Geary County,2023,57344.0,1119.0,26.6,19.27,4.37
20063,Kansas,Gove County,2023,63203.0,730.0,24.2,4.08,3.51
20065,Kansas,Graham County,2023,52909.0,726.0,28.8,11.26,4.21
20067,Kansas,Grant County,2023,72484.0,696.0,16.2,5.42,2.46
20069,Kansas,Gray County,2023,77885.0,833.0,21.5,6.95,2.14
20071,Kansas,Greeley County,2023,78819.0,915.0,18.3,10.0,0.15
20073,Kansas,Greenwood County,2023,58276.0,710.0,22.8,14.87,2.76
20075,Kansas,Hamilton County,2023,61929.0,778.0,18.5,3.72,0.85
20077,Kansas,Harper County,2023,55417.0,693.0,24.2,15.28,3.53
20079,Kansas,Harvey County,2023,73269.0,891.0,24.1,7.96,4.18
20081,Kansas,Haskell County,2023,69138.0,776.0,18.1,10.76,4.88
20083,Kansas,Hodgeman County,2023,63125.0,900.0,26.7,6.04,2.8
20085,Kansas,Jackson County,2023,72703.0,856.0,28.4,9.09,1.76
20087,Kansas,Jefferson County,2023,77393.0,844.0,23.5,6.32,2.36
20089,Kansas,Jewell County,2023,52344.0,591.0,26.3,12.82,0.43
20091,Kansas,Johnson County,2023,107261.0,1385.0,26.3,5.33,3.15
20093,Kansas,Kearny County,2023,74135.0,1137.0,22.4,6.06,1.35
20095,Kansas,Kingman County,2023,59819.0,807.0,21.1,9.38,3.72
20097,Kansas,Kiowa County,2023,73214.0,728.0,20.8,5.66,3.37
20099,Kansas,Labette County,2023,55439.0,729.0,25.5,16.07,2.83
20101,Kansas,Lane County,2023,53042.0,497.0,22.5,8.12,0.53
20103,Kansas,Leavenworth County,2023,86906.0,1138.0,25.9,8.64,3.99
20105,Kansas,Lincoln County,2023,53546.0,604.0,27.3,11.87,1.73
20107,Kansas,Linn County,2023,59200.0,682.0,22.7,10.68,3.74
20109,Kansas,Logan County,2023,71389.0,796.0,26.2,13.19,1.24
20111,Kansas,Lyon County,2023,59078.0,796.0,26.4,15.16,2.48
20113,Kansas,McPherson County,2023,77701.0,889.0,25.1,9.09,2.02
20115,Kansas,Marion County,2023,63438.0,727.0,23.9,10.03,3.03
20117,Kansas,Marshall County,2023,70828.0,670.0,30.4,9.36,1.82
20119,Kansas,Meade County,2023,74868.0,799.0,20.6,6.62,1.15
20121,Kansas,Miami County,2023,88000.0,1101.0,28.1,6.67,2.77
20123,Kansas,Mitchell County,2023,58233.0,653.0,22.1,12.47,0.88
20125,Kansas,Montgomery County,2023,53242.0,759.0,27.6,16.28,3.86
20127,Kansas,Morris County,2023,56716.0,711.0,19.1,12.77,1.98
20129,Kansas,Morton County,2023,65625.0,637.0,19.6,14.78,3.58
20131,Kansas,Nemaha County,2023,77375.0,726.0,24.2,7.72,0.88
20133,Kansas,Neosho County,2023,55704.0,650.0,31.1,15.4,4.64
20135,Kansas,Ness County,2023,66107.0,653.0,13.2,11.41,1.02
20137,Kansas,Norton County,2023,50305.0,642.0,37.5,8.53,0.64
20139,Kansas,Osage County,2023,70216.0,810.0,28.0,11.0,2.52
20141,Kansas,Osborne County,2023,59408.0,591.0,26.0,12.46,1.6
20143,Kansas,Ottawa County,2023,76755.0,738.0,23.0,12.12,3.23
20145,Kansas,Pawnee County,2023,63625.0,806.0,27.3,11.22,1.21
20147,Kansas,Phillips County,2023,61235.0,621.0,25.3,13.84,3.17
20149,Kansas,Pottawatomie County,2023,87694.0,1011.0,23.2,7.11,1.89
20151,Kansas,Pratt County,2023,64348.0,810.0,26.5,9.55,3.71
20153,Kansas,Rawlins County,2023,65000.0,823.0,17.0,10.09,1.17
20155,Kansas,Reno County,2023,60498.0,857.0,27.1,12.44,3.92
20157,Kansas,Republic County,2023,53611.0,638.0,21.2,14.59,1.05
20159,Kansas,Rice County,2023,63947.0,717.0,17.1,7.36,3.35
20161,Kansas,Riley County,2023,59560.0,1065.0,31.4,22.04,3.97
20163,Kansas,Rooks County,2023,61596.0,679.0,18.8,5.32,2.1
20165,Kansas,Rush County,2023,60288.0,700.0,26.0,11.42,5.11
20167,Kansas,Russell County,2023,53902.0,722.0,20.6,15.35,1.86
20169,Kansas,Saline County,2023,63316.0,915.0,27.6,12.34,3.59
20171,Kansas,Scott County,2023,67788.0,861.0,19.1,8.84,1.11
20173,Kansas,Sedgwick County,2023,67675.0,977.0,27.4,14.04,5.16
20175,Kansas,Seward County,2023,62269.0,924.0,24.0,12.98,4.24
20177,Kansas,Shawnee County,2023,66043.0,970.0,26.8,12.37,4.14
20179,Kansas,Sheridan County,2023,70000.0,663.0,21.4,10.44,0.61
20181,Kansas,Sherman County,2023,64444.0,852.0,27.0,10.03,0.38
20183,Kansas,Smith County,2023,57024.0,601.0,24.2,7.84,1.63
20185,Kansas,Stafford County,2023,63786.0,613.0,27.2,10.81,2.58
20187,Kansas,Stanton County,2023,70361.0,691.0,14.3,12.88,2.21
20189,Kansas,Stevens County,2023,61909.0,930.0,24.3,15.28,4.48
20191,Kansas,Sumner County,2023,60348.0,829.0,25.2,10.75,5.94
20193,Kansas,Thomas County,2023,73575.0,753.0,31.1,6.89,0.14
20195,Kansas,Trego County,2023,73375.0,694.0,27.1,5.51,1.07
20197,Kansas,Wabaunsee County,2023,70536.0,771.0,20.6,7.05,3.98
20199,Kansas,Wallace County,2023,60263.0,578.0,16.2,12.82,1.25
20201,Kansas,Washington County,2023,62452.0,547.0,19.7,8.12,1.53
20203,Kansas,Wichita County,2023,71282.0,738.0,16.7,16.32,0.52
20205,Kansas,Wilson County,2023,57056.0,727.0,23.9,15.79,3.55
20207,Kansas,Woodson County,2023,48152.0,597.0,29.4,12.31,2.51
20209,Kansas,Wyandotte County,2023,60582.0,1070.0,29.5,17.5,5.38
21001,Kentucky,Adair County,2023,50316.0,775.0,28.2,18.04,7.74
21003,Kentucky,Allen County,2023,59029.0,750.0,28.9,15.04,7.52
21005,Kentucky,Anderson County,2023,71747.0,870.0,32.5,12.47,2.57
21007,Kentucky,Ballard County,2023,64740.0,826.0,21.8,13.77,4.11
21009,Kentucky,Barren County,2023,49171.0,784.0,28.8,21.05,4.82
21011,Kentucky,Bath County,2023,54128.0,600.0,21.9,23.46,3.99
21013,Kentucky,Bell County,2023,32403.0,617.0,32.8,27.1,10.51
21015,Kentucky,Boone County,2023,94752.0,1253.0,26.8,6.6,2.84
21017,Kentucky,Bourbon County,2023,56322.0,745.0,27.0,13.67,4.39
21019,Kentucky,Boyd County,2023,60659.0,839.0,28.0,17.72,6.58
21021,Kentucky,Boyle County,2023,61635.0,770.0,27.1,14.2,5.87
21023,Kentucky,Bracken County,2023,59521.0,748.0,25.5,20.11,5.54
21025,Kentucky,Breathitt County,2023,41101.0,543.0,28.4,28.16,9.31
21027,Kentucky,Breckinridge County,2023,53673.0,730.0,24.6,21.32,5.2
21029,Kentucky,Bullitt County,2023,77640.0,973.0,27.0,9.53,4.1
21031,Kentucky,Butler County,2023,52003.0,688.0,27.0,18.58,4.23
21033,Kentucky,Caldwell County,2023,57618.0,724.0,26.7,13.87,2.8
21035,Kentucky,Calloway County,2023,51854.0,828.0,28.8,17.24,4.35
21037,Kentucky,Campbell County,2023,77271.0,1079.0,29.0,10.75,3.69
21039,Kentucky,Carlisle County,2023,62019.0,792.0,26.9,16.67,4.17
21041,Kentucky,Carroll County,2023,57753.0,853.0,23.4,18.9,6.94
21043,Kentucky,Carter County,2023,50389.0,701.0,27.5,19.57,4.12
21045,Kentucky,Casey County,2023,41689.0,645.0,32.9,24.44,8.92
21047,Kentucky,Christian County,2023,54190.0,999.0,29.0,17.22,6.11
21049,Kentucky,Clark County,2023,67824.0,883.0,28.1,12.94,4.84
21051,Kentucky,Clay County,2023,39607.0,698.0,34.1,31.76,10.21
21053,Kentucky,Clinton County,2023,42168.0,629.0,24.2,18.42,5.64
21055,Kentucky,Crittenden County,2023,47003.0,618.0,18.7,18.1,3.36
21057,Kentucky,Cumberland County,2023,39662.0,553.0,23.3,33.9,3.01
21059,Kentucky,Daviess County,2023,65323.0,906.0,26.9,15.25,4.44
21061,Kentucky,Edmonson County,2023,54512.0,739.0,23.0,16.83,6.81
21063,Kentucky,Elliott County,2023,40074.0,427.0,35.4,27.16,6.72
21065,Kentucky,Estill County,2023,43905.0,689.0,25.6,21.96,7.21
21067,Kentucky,Fayette County,2023,67631.0,1101.0,29.9,15.68,5.0
21069,Kentucky,Fleming County,2023,49663.0,677.0,29.2,22.93,6.93
21071,Kentucky,Floyd County,2023,41582.0,713.0,28.1,26.6,7.11
21073,Kentucky,Franklin County,2023,66470.0,946.0,26.8,13.41,5.62
21075,Kentucky,Fulton County,2023,36834.0,542.0,32.1,25.69,7.25
21077,Kentucky,Gallatin County,2023,62247.0,858.0,26.5,14.43,3.47
21079,Kentucky,Garrard County,2023,62572.0,793.0,30.1,17.08,6.11
21081,Kentucky,Grant County,2023,67940.0,855.0,24.7,12.28,4.73
21083,Kentucky,Graves County,2023,50576.0,713.0,29.3,20.52,3.99
21085,Kentucky,Grayson County,2023,49893.0,653.0,23.4,19.3,5.06
21087,Kentucky,Green County,2023,41087.0,612.0,26.7,21.48,8.46
21089,Kentucky,Greenup County,2023,59613.0,836.0,25.1,15.1,5.75
21091,Kentucky,Hancock County,2023,66836.0,752.0,26.7,15.88,3.86
21093,Kentucky,Hardin County,2023,67608.0,947.0,23.7,11.67,6.23
21095,Kentucky,Harlan County,2023,37198.0,651.0,29.5,27.23,11.03
21097,Kentucky,Harrison County,2023,63205.0,755.0,26.0,16.37,2.89
21099,Kentucky,Hart County,2023,49653.0,692.0,21.9,21.22,4.47
21101,Kentucky,Henderson County,2023,58239.0,794.0,28.7,15.45,3.01
21103,Kentucky,Henry County,2023,60736.0,871.0,32.9,16.61,3.87
21105,Kentucky,Hickman County,2023,63750.0,717.0,20.3,20.82,4.02
21107,Kentucky,Hopkins County,2023,57610.0,841.0,25.0,19.16,6.41
21109,Kentucky,Jackson County,2023,41410.0,758.0,25.5,23.02,5.83
21111,Kentucky,Jefferson County,2023,67849.0,1097.0,28.3,14.53,4.79
21113,Kentucky,Jessamine County,2023,74886.0,994.0,25.8,10.5,3.21
21115,Kentucky,Johnson County,2023,43014.0,698.0,29.8,23.37,4.73
21117,Kentucky,Kenton County,2023,79421.0,1018.0,27.0,11.93,3.78
21119,Kentucky,Knott County,2023,37736.0,731.0,32.4,25.92,11.63
21121,Kentucky,Knox County,2023,33153.0,631.0,28.5,36.73,7.9
21123,Kentucky,Larue County,2023,67770.0,816.0,23.8,18.89,1.77
21125,Kentucky,Laurel County,2023,56999.0,789.0,27.5,21.31,3.58
21127,Kentucky,Lawrence County,2023,45584.0,729.0,30.3,21.98,6.01
21129,Kentucky,Lee County,2023,34182.0,593.0,32.6,28.87,7.04
21131,Kentucky,Leslie County,2023,40176.0,520.0,31.3,27.3,7.41
21133,Kentucky,Letcher County,2023,40501.0,651.0,28.5,26.76,5.83
21135,Kentucky,Lewis County,2023,41632.0,757.0,25.4,22.62,7.62
21137,Kentucky,Lincoln County,2023,50862.0,730.0,27.9,18.54,7.6
21139,Kentucky,Livingston County,2023,59713.0,912.0,28.5,18.89,4.67
21141,Kentucky,Logan County,2023,61535.0,719.0,25.4,14.04,4.84
21143,Kentucky,Lyon County,2023,64464.0,809.0,22.8,10.64,3.54
21145,Kentucky,McCracken County,2023,62385.0,861.0,27.6,15.33,3.05
21147,Kentucky,McCreary County,2023,37355.0,588.0,28.0,35.14,2.31
21149,Kentucky,McLean County,2023,70549.0,602.0,23.8,9.29,6.59
21151,Kentucky,Madison County,2023,62407.0,851.0,27.9,15.81,5.25
21153,Kentucky,Magoffin County,2023,33632.0,633.0,30.0,33.38,12.37
21155,Kentucky,Marion County,2023,55404.0,731.0,28.5,19.5,5.5
21157,Kentucky,Marshall County,2023,63611.0,773.0,31.9,13.4,3.72
21159,Kentucky,Martin County,2023,46185.0,441.0,49.7,29.22,5.87
21161,Kentucky,Mason County,2023,51473.0,724.0,24.5,18.38,4.83
21163,Kentucky,Meade County,2023,70163.0,976.0,24.5,13.74,3.61
21165,Kentucky,Menifee County,2023,44672.0,634.0,28.4,28.16,4.9
21167,Kentucky,Mercer County,2023,63115.0,802.0,23.9,11.35,2.85
21169,Kentucky,Metcalfe County,2023,48572.0,549.0,23.1,25.66,5.38
21171,Kentucky,Monroe County,2023,49430.0,629.0,26.8,22.23,4.17
21173,Kentucky,Montgomery County,2023,57468.0,796.0,22.2,15.24,4.07
21175,Kentucky,Morgan County,2023,47493.0,670.0,26.3,18.21,3.92
21177,Kentucky,Muhlenberg County,2023,52672.0,712.0,28.5,17.78,4.06
21179,Kentucky,Nelson County,2023,67888.0,932.0,26.6,9.71,3.05
21181,Kentucky,Nicholas County,2023,53616.0,654.0,21.9,18.52,7.16
21183,Kentucky,Ohio County,2023,54369.0,774.0,20.7,13.07,5.19
21185,Kentucky,Oldham County,2023,121491.0,1142.0,25.7,3.96,3.34
21187,Kentucky,Owen County,2023,59706.0,775.0,23.9,17.15,5.23
21189,Kentucky,Owsley County,2023,31064.0,551.0,27.9,24.86,11.31
21191,Kentucky,Pendleton County,2023,66601.0,800.0,22.0,14.33,4.88
21193,Kentucky,Perry County,2023,45261.0,795.0,30.2,25.53,5.85
21195,Kentucky,Pike County,2023,42179.0,837.0,34.6,25.05,6.16
21197,Kentucky,Powell County,2023,39811.0,743.0,34.1,21.75,7.11
21199,Kentucky,Pulaski County,2023,50943.0,835.0,29.4,20.27,5.24
21201,Kentucky,Robertson County,2023,52337.0,543.0,13.9,27.42,8.55
21203,Kentucky,Rockcastle County,2023,48367.0,678.0,23.6,24.37,6.06
21205,Kentucky,Rowan County,2023,53657.0,815.0,28.8,24.52,4.33
21207,Kentucky,Russell County,2023,50520.0,660.0,29.0,23.44,6.03
21209,Kentucky,Scott County,2023,83660.0,1181.0,26.8,10.44,3.95
21211,Kentucky,Shelby County,2023,82671.0,998.0,24.3,8.61,2.84
21213,Kentucky,Simpson County,2023,57392.0,1011.0,28.1,15.12,3.95
21215,Kentucky,Spencer County,2023,98333.0,954.0,27.5,7.38,5.87
21217,Kentucky,Taylor County,2023,61871.0,691.0,24.7,16.63,5.01
21219,Kentucky,Todd County,2023,57759.0,841.0,23.5,21.66,3.42
21221,Kentucky,Trigg County,2023,54630.0,802.0,26.4,20.43,4.09
21223,Kentucky,Trimble County,2023,67813.0,935.0,20.3,13.16,7.81
21225,Kentucky,Union County,2023,60989.0,787.0,23.0,17.39,3.07
21227,Kentucky,Warren County,2023,64801.0,963.0,28.6,16.79,4.54
21229,Kentucky,Washington County,2023,59762.0,696.0,30.1,12.57,4.17
21231,Kentucky,Wayne County,2023,41933.0,666.0,26.4,24.32,4.94
21233,Kentucky,Webster County,2023,58786.0,774.0,17.3,13.9,5.43
21235,Kentucky,Whitley County,2023,41719.0,720.0,26.5,25.05,5.17
21237,Kentucky,Wolfe County,2023,29052.0,507.0,39.6,38.09,15.81
21239,Kentucky,Woodford County,2023,80006.0,1000.0,28.5,10.05,3.48
22001,Louisiana,Acadia Parish,2023,45266.0,725.0,31.1,24.38,7.8
22003,Louisiana,Allen Parish,2023,51138.0,739.0,28.5,20.42,13.72
22005,Louisiana,Ascension Parish,2023,92266.0,1283.0,29.2,10.34,4.5
22007,Louisiana,Assumption Parish,2023,52546.0,801.0,45.8,13.9,4.87
22009,Louisiana,Avoyelles Parish,2023,39439.0,739.0,34.3,27.36,6.72
22011,Louisiana,Beauregard Parish,2023,64995.0,882.0,28.3,14.14,7.31
22013,Louisiana,Bienville Parish,2023,34992.0,600.0,30.9,32.13,6.3
22015,Louisiana,Bossier Parish,2023,66336.0,1168.0,29.6,16.42,5.16
22017,Louisiana,Caddo Parish,2023,50067.0,962.0,33.6,22.3,8.29
22019,Louisiana,Calcasieu Parish,2023,67849.0,1096.0,30.5,17.82,5.52
22021,Louisiana,Caldwell Parish,2023,44957.0,756.0,42.3,25.39,9.86
22023,Louisiana,Cameron Parish,2023,72500.0,,-666666666.0,6.32,0.93
22025,Louisiana,Catahoula Parish,2023,47753.0,724.0,42.1,28.07,6.33
22027,Louisiana,Claiborne Parish,2023,31784.0,619.0,41.6,35.01,4.83
22029,Louisiana,Concordia Parish,2023,37349.0,774.0,33.8,34.78,11.73
