fips,state,county,year,acs_median_household_income,acs_median_gross_rent,acs_rent_burden_pct,acs_poverty_rate,bls_unemployment_rate
29139,Missouri,Montgomery County,2023,61042.0,767.0,22.0,14.51,2.76
29141,Missouri,Morgan County,2023,49663.0,692.0,26.6,16.97,3.46
29143,Missouri,New Madrid County,2023,49237.0,734.0,27.5,18.55,3.37
29145,Missouri,Newton County,2023,64583.0,777.0,23.5,13.43,4.85
29147,Missouri,Nodaway County,2023,55970.0,754.0,27.6,18.65,2.91
29149,Missouri,Oregon County,2023,44259.0,735.0,32.6,21.94,4.14
29151,Missouri,Osage County,2023,75355.0,644.0,24.3,10.09,1.77
29153,Missouri,Ozark County,2023,42329.0,626.0,23.3,21.69,5.72
29155,Missouri,Pemiscot County,2023,40748.0,708.0,33.4,27.36,9.72
29157,Missouri,Perry County,2023,63356.0,923.0,32.5,11.01,4.76
29159,Missouri,Pettis County,2023,60232.0,863.0,26.7,13.44,4.0
29161,Missouri,Phelps County,2023,55427.0,801.0,32.0,17.22,4.38
29163,Missouri,Pike County,2023,57572.0,742.0,24.2,16.27,4.81
29165,Missouri,Platte County,2023,95748.0,1247.0,24.5,6.85,3.5
29167,Missouri,Polk County,2023,56686.0,792.0,29.9,17.88,3.47
29169,Missouri,Pulaski County,2023,66435.0,1072.0,23.3,12.79,3.4
29171,Missouri,Putnam County,2023,56875.0,575.0,36.8,16.23,3.82
29173,Missouri,Ralls County,2023,62054.0,765.0,21.5,12.61,3.94
29175,Missouri,Randolph County,2023,55310.0,742.0,29.7,15.83,4.36
29177,Missouri,Ray County,2023,72152.0,808.0,24.1,12.02,2.11
29179,Missouri,Reynolds County,2023,44357.0,627.0,21.7,17.86,10.55
29181,Missouri,Ripley County,2023,43898.0,666.0,32.3,19.72,4.63
29183,Missouri,St. Charles County,2023,102912.0,1312.0,25.8,4.7,2.83
29185,Missouri,St. Clair County,2023,46731.0,607.0,27.5,16.28,2.46
29186,Missouri,Ste. Genevieve County,2023,61310.0,774.0,22.5,7.91,4.65
29187,Missouri,St. Francois County,2023,54813.0,786.0,27.5,17.02,4.94
29189,Missouri,St. Louis County,2023,81340.0,1164.0,29.1,9.59,4.2
29195,Missouri,Saline County,2023,56566.0,733.0,30.8,14.65,2.53
29197,Missouri,Schuyler County,2023,56023.0,382.0,18.5,9.66,4.67
29199,Missouri,Scotland County,2023,67568.0,516.0,22.9,7.13,0.8
29201,Missouri,Scott County,2023,58847.0,809.0,26.9,14.46,3.16
29203,Missouri,Shannon County,2023,59000.0,509.0,26.4,16.71,3.03
29205,Missouri,Shelby County,2023,52127.0,570.0,22.2,15.61,1.04
29207,Missouri,Stoddard County,2023,54067.0,737.0,24.8,16.97,3.72
29209,Missouri,Stone County,2023,61323.0,892.0,26.7,13.97,7.21
29211,Missouri,Sullivan County,2023,55500.0,692.0,18.3,14.74,2.39
29213,Missouri,Taney County,2023,58258.0,925.0,26.7,14.42,4.52
29215,Missouri,Texas County,2023,48055.0,647.0,27.7,19.34,4.55
29217,Missouri,Vernon County,2023,54519.0,722.0,23.5,18.99,3.86
29219,Missouri,Warren County,2023,77989.0,913.0,28.1,9.33,3.79
29221,Missouri,Washington County,2023,51886.0,680.0,30.5,18.19,3.75
29223,Missouri,Wayne County,2023,43393.0,632.0,29.0,25.14,7.71
29225,Missouri,Webster County,2023,69731.0,777.0,22.5,16.1,4.21
29227,Missouri,Worth County,2023,46167.0,353.0,19.6,17.58,1.23
29229,Missouri,Wright County,2023,47304.0,558.0,29.2,17.55,4.13
29510,Missouri,St. Louis city,2023,55279.0,978.0,27.9,19.76,5.02
30001,Montana,Beaverhead County,2023,58072.0,800.0,28.5,14.68,2.73
30003,Montana,Big Horn County,2023,56680.0,686.0,19.5,23.6,13.71
30005,Montana,Blaine County,2023,65050.0,689.0,17.9,20.24,14.25
30007,Montana,Broadwater County,2023,63636.0,978.0,36.0,10.73,4.32
30009,Montana,Carbon County,2023,71017.0,882.0,24.0,8.52,5.0
30011,Montana,Carter County,2023,52171.0,731.0,29.4,13.75,3.64
30013,Montana,Cascade County,2023,66203.0,902.0,27.5,13.19,2.79
30015,Montana,Chouteau County,2023,56927.0,485.0,16.9,12.42,3.19
30017,Montana,Custer County,2023,63585.0,918.0,25.7,11.67,2.7
30019,Montana,Daniels County,2023,58000.0,588.0,20.4,11.89,1.43
30021,Montana,Dawson County,2023,70953.0,823.0,19.9,8.8,3.46
30023,Montana,Deer Lodge County,2023,49533.0,661.0,27.4,18.15,4.91
30025,Montana,Fallon County,2023,72284.0,772.0,20.8,12.06,0.0
30027,Montana,Fergus County,2023,59731.0,868.0,23.2,14.93,3.48
30029,Montana,Flathead County,2023,71327.0,1094.0,30.7,9.57,3.03
30031,Montana,Gallatin County,2023,87454.0,1574.0,29.4,10.21,2.34
30033,Montana,Garfield County,2023,61750.0,802.0,23.8,12.2,0.0
30035,Montana,Glacier County,2023,45129.0,553.0,23.0,30.29,9.32
30037,Montana,Golden Valley County,2023,57353.0,769.0,16.3,17.98,1.51
30039,Montana,Granite County,2023,54646.0,734.0,27.3,10.43,6.45
30041,Montana,Hill County,2023,55313.0,752.0,24.9,19.66,4.21
30043,Montana,Jefferson County,2023,76576.0,886.0,20.0,6.29,2.85
30045,Montana,Judith Basin County,2023,55417.0,502.0,16.2,15.81,1.46
30047,Montana,Lake County,2023,61965.0,884.0,25.7,17.72,6.39
30049,Montana,Lewis and Clark County,2023,74543.0,1062.0,26.7,8.72,3.47
30051,Montana,Liberty County,2023,53264.0,668.0,24.6,25.46,0.25
30053,Montana,Lincoln County,2023,47018.0,810.0,28.3,16.17,5.4
30055,Montana,McCone County,2023,71842.0,543.0,15.5,4.18,2.66
30057,Montana,Madison County,2023,67420.0,1159.0,24.9,6.77,1.5
30059,Montana,Meagher County,2023,56215.0,871.0,20.7,10.73,0.1
30061,Montana,Mineral County,2023,61117.0,746.0,30.4,17.85,3.95
30063,Montana,Missoula County,2023,71246.0,1125.0,29.2,10.93,4.44
30065,Montana,Musselshell County,2023,59010.0,865.0,24.9,15.3,5.95
30067,Montana,Park County,2023,66607.0,927.0,29.7,13.07,2.88
30069,Montana,Petroleum County,2023,59318.0,769.0,19.2,6.48,0.9
30071,Montana,Phillips County,2023,58156.0,623.0,24.0,9.41,3.4
30073,Montana,Pondera County,2023,53500.0,806.0,21.0,22.85,6.45
30075,Montana,Powder River County,2023,68009.0,609.0,16.6,9.73,1.17
30077,Montana,Powell County,2023,63432.0,770.0,22.2,6.34,4.12
30079,Montana,Prairie County,2023,45192.0,827.0,23.9,23.93,1.15
30081,Montana,Ravalli County,2023,71323.0,1054.0,28.2,8.28,3.31
30083,Montana,Richland County,2023,69578.0,866.0,22.6,7.15,3.77
30085,Montana,Roosevelt County,2023,53125.0,707.0,19.7,30.6,8.42
30087,Montana,Rosebud County,2023,56430.0,644.0,19.3,21.58,8.94
30089,Montana,Sanders County,2023,54035.0,774.0,39.9,15.09,4.23
30091,Montana,Sheridan County,2023,63654.0,749.0,30.5,10.01,2.45
30093,Montana,Silver Bow County,2023,57504.0,810.0,29.8,16.17,4.32
30095,Montana,Stillwater County,2023,81503.0,968.0,26.4,8.25,3.33
30097,Montana,Sweet Grass County,2023,69426.0,1073.0,23.9,7.82,2.19
30099,Montana,Teton County,2023,67766.0,750.0,26.6,10.46,1.5
30101,Montana,Toole County,2023,53693.0,753.0,21.6,12.26,4.0
30103,Montana,Treasure County,2023,73036.0,992.0,15.8,10.78,1.12
30105,Montana,Valley County,2023,64515.0,769.0,29.1,12.88,3.29
30107,Montana,Wheatland County,2023,47054.0,741.0,18.8,23.68,0.94
30109,Montana,Wibaux County,2023,64792.0,964.0,12.7,15.93,0.0
30111,Montana,Yellowstone County,2023,74400.0,1084.0,28.9,10.23,3.42
31001,Nebraska,Adams County,2023,65680.0,853.0,29.3,12.76,2.28
31003,Nebraska,Antelope County,2023,63750.0,746.0,19.2,10.04,1.7
31005,Nebraska,Arthur County,2023,67500.0,850.0,29.5,9.63,0.0
31007,Nebraska,Banner County,2023,71250.0,975.0,26.3,9.44,3.55
31009,Nebraska,Blaine County,2023,61250.0,786.0,15.0,10.65,0.97
31011,Nebraska,Boone County,2023,71367.0,734.0,19.0,9.2,1.38
31013,Nebraska,Box Butte County,2023,68778.0,771.0,19.7,9.96,1.6
31015,Nebraska,Boyd County,2023,58984.0,650.0,27.2,10.23,2.46
31017,Nebraska,Brown County,2023,51538.0,932.0,38.1,12.15,0.81
31019,Nebraska,Buffalo County,2023,74570.0,911.0,25.4,11.02,2.78
31021,Nebraska,Burt County,2023,57303.0,688.0,26.3,13.69,2.64
31023,Nebraska,Butler County,2023,82603.0,753.0,23.8,7.56,1.19
31025,Nebraska,Cass County,2023,88255.0,987.0,24.7,4.87,1.98
31027,Nebraska,Cedar County,2023,73977.0,683.0,19.3,6.21,1.47
31029,Nebraska,Chase County,2023,62782.0,749.0,24.0,7.77,1.7
31031,Nebraska,Cherry County,2023,63750.0,873.0,25.8,7.2,0.44
31033,Nebraska,Cheyenne County,2023,57594.0,912.0,27.9,11.09,2.89
31035,Nebraska,Clay County,2023,75938.0,701.0,23.1,8.14,1.46
31037,Nebraska,Colfax County,2023,79720.0,902.0,18.5,8.71,1.49
31039,Nebraska,Cuming County,2023,70708.0,800.0,23.1,7.76,2.12
31041,Nebraska,Custer County,2023,66310.0,794.0,21.6,8.64,2.87
31043,Nebraska,Dakota County,2023,71655.0,1053.0,26.3,11.17,4.27
31045,Nebraska,Dawes County,2023,54381.0,1014.0,29.4,12.6,1.52
31047,Nebraska,Dawson County,2023,65383.0,861.0,23.1,12.34,1.9
31049,Nebraska,Deuel County,2023,61438.0,827.0,21.7,9.09,3.26
31051,Nebraska,Dixon County,2023,69156.0,661.0,26.1,7.08,2.26
31053,Nebraska,Dodge County,2023,71294.0,985.0,25.5,9.32,3.07
31055,Nebraska,Douglas County,2023,79081.0,1162.0,29.3,11.25,3.78
31057,Nebraska,Dundy County,2023,56563.0,588.0,26.6,12.0,0.3
31059,Nebraska,Fillmore County,2023,76354.0,667.0,22.1,7.89,0.6
31061,Nebraska,Franklin County,2023,57692.0,613.0,21.7,14.12,3.26
31063,Nebraska,Frontier County,2023,68207.0,605.0,22.1,12.06,3.8
31065,Nebraska,Furnas County,2023,60625.0,805.0,25.1,12.34,1.17
31067,Nebraska,Gage County,2023,64426.0,770.0,25.7,13.2,1.48
31069,Nebraska,Garden County,2023,44777.0,675.0,22.0,14.06,2.57
31071,Nebraska,Garfield County,2023,68611.0,519.0,30.0,11.65,1.82
31073,Nebraska,Gosper County,2023,79145.0,797.0,15.1,7.02,1.88
31075,Nebraska,Grant County,2023,69063.0,883.0,19.2,10.8,2.15
31077,Nebraska,Greeley County,2023,58894.0,643.0,21.2,11.18,2.31
31079,Nebraska,Hall County,2023,67549.0,911.0,27.9,11.75,3.3
31081,Nebraska,Hamilton County,2023,79884.0,776.0,24.5,6.73,3.35
31083,Nebraska,Harlan County,2023,70536.0,708.0,19.9,7.21,1.65
31085,Nebraska,Hayes County,2023,60313.0,419.0,14.7,12.3,0.26
31087,Nebraska,Hitchcock County,2023,52016.0,715.0,25.5,11.62,2.09
31089,Nebraska,Holt County,2023,67225.0,724.0,19.1,10.83,1.37
31091,Nebraska,Hooker County,2023,45854.0,581.0,15.3,7.67,3.82
31093,Nebraska,Howard County,2023,74508.0,811.0,23.2,5.44,3.4
31095,Nebraska,Jefferson County,2023,60568.0,659.0,26.8,9.87,1.08
31097,Nebraska,Johnson County,2023,59457.0,777.0,24.0,6.81,2.03
31099,Nebraska,Kearney County,2023,79167.0,787.0,21.2,6.69,1.42
31101,Nebraska,Keith County,2023,58132.0,772.0,27.1,10.72,2.04
31103,Nebraska,Keya Paha County,2023,60313.0,867.0,22.5,10.44,1.37
31105,Nebraska,Kimball County,2023,59438.0,853.0,27.8,11.09,0.18
31107,Nebraska,Knox County,2023,64821.0,692.0,21.1,13.19,3.85
31109,Nebraska,Lancaster County,2023,72625.0,1045.0,28.2,11.68,3.14
31111,Nebraska,Lincoln County,2023,64342.0,867.0,26.4,12.84,3.08
31113,Nebraska,Logan County,2023,71650.0,725.0,25.4,8.19,0.71
31115,Nebraska,Loup County,2023,60156.0,650.0,14.2,8.16,0.0
31117,Nebraska,McPherson County,2023,61316.0,653.0,19.7,7.13,0.0
31119,Nebraska,Madison County,2023,64637.0,851.0,25.1,11.78,2.53
31121,Nebraska,Merrick County,2023,62849.0,772.0,25.3,8.74,0.61
31123,Nebraska,Morrill County,2023,59773.0,744.0,27.5,12.43,4.08
31125,Nebraska,Nance County,2023,65438.0,776.0,23.4,16.13,3.04
31127,Nebraska,Nemaha County,2023,60132.0,727.0,26.0,13.01,6.33
31129,Nebraska,Nuckolls County,2023,70201.0,616.0,17.9,7.43,0.96
31131,Nebraska,Otoe County,2023,81430.0,905.0,18.4,9.54,2.83
31133,Nebraska,Pawnee County,2023,54926.0,616.0,19.4,14.07,1.65
31135,Nebraska,Perkins County,2023,67500.0,783.0,22.2,7.66,1.56
31137,Nebraska,Phelps County,2023,65988.0,724.0,27.7,13.61,1.16
31139,Nebraska,Pierce County,2023,75938.0,850.0,25.2,7.97,2.22
31141,Nebraska,Platte County,2023,72335.0,867.0,24.1,8.72,2.57
31143,Nebraska,Polk County,2023,71771.0,692.0,19.2,6.22,1.5
31145,Nebraska,Red Willow County,2023,60000.0,778.0,30.1,14.11,1.46
31147,Nebraska,Richardson County,2023,55578.0,692.0,22.6,10.58,4.54
31149,Nebraska,Rock County,2023,57500.0,608.0,25.5,10.48,1.2
31151,Nebraska,Saline County,2023,77027.0,833.0,25.1,9.5,2.71
31153,Nebraska,Sarpy County,2023,101402.0,1284.0,26.8,5.18,2.34
31155,Nebraska,Saunders County,2023,89395.0,930.0,22.8,6.42,2.05
31157,Nebraska,Scotts Bluff County,2023,60960.0,889.0,30.0,13.92,3.42
31159,Nebraska,Seward County,2023,81122.0,969.0,25.7,6.89,1.89
31161,Nebraska,Sheridan County,2023,56900.0,771.0,23.6,10.74,1.3
31163,Nebraska,Sherman County,2023,61935.0,866.0,21.4,9.49,4.59
31165,Nebraska,Sioux County,2023,54076.0,743.0,14.7,11.45,4.14
31167,Nebraska,Stanton County,2023,78275.0,817.0,16.9,7.08,0.42
31169,Nebraska,Thayer County,2023,63095.0,738.0,19.2,9.0,3.02
31171,Nebraska,Thomas County,2023,72708.0,685.0,13.7,4.79,1.1
31173,Nebraska,Thurston County,2023,64838.0,698.0,19.1,18.0,10.26
31175,Nebraska,Valley County,2023,58902.0,616.0,18.7,9.25,0.38
31177,Nebraska,Washington County,2023,90188.0,958.0,27.4,6.91,1.86
31179,Nebraska,Wayne County,2023,67687.0,732.0,31.2,13.17,3.45
31181,Nebraska,Webster County,2023,65197.0,673.0,25.5,9.94,0.73
31183,Nebraska,Wheeler County,2023,55893.0,525.0,13.1,5.22,1.72
31185,Nebraska,York County,2023,74058.0,885.0,22.0,9.04,2.13
32001,Nevada,Churchill County,2023,73268.0,1203.0,27.0,9.14,5.9
32003,Nevada,Clark County,2023,73845.0,1518.0,33.2,13.21,7.36
32005,Nevada,Douglas County,2023,88018.0,1545.0,32.0,8.29,3.16
32007,Nevada,Elko County,2023,83427.0,1126.0,22.9,11.03,4.25
32011,Nevada,Eureka County,2023,73095.0,940.0,51.0,22.07,0.0
32013,Nevada,Humboldt County,2023,79946.0,998.0,23.5,12.16,5.41
32015,Nevada,Lander County,2023,84474.0,1066.0,29.8,11.42,9.21
32017,Nevada,Lincoln County,2023,69496.0,754.0,27.5,6.6,1.73
32019,Nevada,Lyon County,2023,73460.0,1259.0,29.0,11.01,6.24
32021,Nevada,Mineral County,2023,50584.0,1130.0,21.6,18.04,5.23
32023,Nevada,Nye County,2023,55975.0,1013.0,28.3,15.53,9.54
32027,Nevada,Pershing County,2023,72007.0,667.0,25.1,8.05,6.03
32029,Nevada,Storey County,2023,96000.0,1007.0,19.0,7.07,6.73
32031,Nevada,Washoe County,2023,85600.0,1507.0,30.2,10.69,4.95
32033,Nevada,White Pine County,2023,72294.0,933.0,14.8,8.39,4.92
32510,Nevada,Carson City,2023,71809.0,1172.0,29.8,11.1,4.13
33001,New Hampshire,Belknap County,2023,87983.0,1184.0,30.4,8.76,2.51
33003,New Hampshire,Carroll County,2023,82961.0,1179.0,24.0,7.46,5.34
33005,New Hampshire,Cheshire County,2023,81001.0,1220.0,28.4,8.94,3.25
33007,New Hampshire,Coos County,2023,58439.0,843.0,28.9,12.86,4.13
33009,New Hampshire,Grafton County,2023,84021.0,1292.0,28.7,10.13,2.92
33011,New Hampshire,Hillsborough County,2023,100436.0,1532.0,29.6,6.51,3.33
33013,New Hampshire,Merrimack County,2023,93944.0,1293.0,28.0,7.09,3.09
33015,New Hampshire,Rockingham County,2023,113927.0,1619.0,29.3,4.77,3.47
33017,New Hampshire,Strafford County,2023,86564.0,1413.0,29.5,8.81,3.62
33019,New Hampshire,Sullivan County,2023,75929.0,1159.0,32.2,10.8,2.27
34001,New Jersey,Atlantic County,2023,76819.0,1325.0,32.8,13.11,8.1
34003,New Jersey,Bergen County,2023,123715.0,1863.0,29.8,6.72,5.45
34005,New Jersey,Burlington County,2023,105271.0,1669.0,30.6,6.77,5.01
34007,New Jersey,Camden County,2023,86384.0,1346.0,32.0,12.15,6.91
34009,New Jersey,Cape May County,2023,88046.0,1345.0,33.4,8.69,5.97
34011,New Jersey,Cumberland County,2023,64499.0,1254.0,34.0,16.25,7.51
34013,New Jersey,Essex County,2023,76712.0,1459.0,32.5,15.03,8.33
34015,New Jersey,Gloucester County,2023,102807.0,1480.0,30.9,7.6,5.14
34017,New Jersey,Hudson County,2023,90032.0,1811.0,28.2,14.8,5.88
34019,New Jersey,Hunterdon County,2023,139453.0,1707.0,28.4,3.85,4.58
34021,New Jersey,Mercer County,2023,96333.0,1515.0,30.4,11.07,6.13
34023,New Jersey,Middlesex County,2023,109028.0,1810.0,28.4,8.5,6.4
34025,New Jersey,Monmouth County,2023,122727.0,1771.0,31.8,6.43,5.24
34027,New Jersey,Morris County,2023,134929.0,1860.0,27.6,5.09,5.2
34029,New Jersey,Ocean County,2023,86411.0,1702.0,35.4,10.41,5.49
34031,New Jersey,Passaic County,2023,87137.0,1553.0,33.1,13.67,7.75
34033,New Jersey,Salem County,2023,78412.0,1185.0,32.9,12.76,7.48
34035,New Jersey,Somerset County,2023,135960.0,1921.0,29.1,5.49,4.77
34037,New Jersey,Sussex County,2023,114316.0,1503.0,31.2,5.41,5.27
34039,New Jersey,Union County,2023,100117.0,1664.0,30.4,8.92,6.31
34041,New Jersey,Warren County,2023,99596.0,1368.0,28.9,8.12,5.57
35001,New Mexico,Bernalillo County,2023,66514.0,1087.0,30.9,15.79,5.19
35003,New Mexico,Catron County,2023,46439.0,740.0,17.1,21.16,7.08
35005,New Mexico,Chaves County,2023,52029.0,838.0,27.8,22.26,5.59
35006,New Mexico,Cibola County,2023,51765.0,724.0,30.6,27.63,8.52
35007,New Mexico,Colfax County,2023,52690.0,704.0,23.6,16.95,3.52
35009,New Mexico,Curry County,2023,56259.0,987.0,29.8,20.85,6.45
35011,New Mexico,De Baca County,2023,40804.0,727.0,37.5,20.56,11.74
35013,New Mexico,Doña Ana County,2023,55663.0,903.0,33.0,22.21,6.82
35015,New Mexico,Eddy County,2023,79605.0,1183.0,25.0,12.45,4.32
35017,New Mexico,Grant County,2023,45921.0,810.0,30.7,19.53,8.4
35019,New Mexico,Guadalupe County,2023,40149.0,515.0,25.8,23.03,4.72
35021,New Mexico,Harding County,2023,41250.0,700.0,11.0,18.72,12.79
35023,New Mexico,Hidalgo County,2023,49076.0,803.0,34.4,20.5,4.04
35025,New Mexico,Lea County,2023,68750.0,1119.0,28.4,18.65,7.02
35027,New Mexico,Lincoln County,2023,51643.0,883.0,33.3,16.02,5.68
35028,New Mexico,Los Alamos County,2023,143188.0,1308.0,16.8,2.93,2.14
35029,New Mexico,Luna County,2023,37917.0,685.0,30.7,26.13,5.43
35031,New Mexico,McKinley County,2023,44496.0,810.0,22.9,35.68,9.37
35033,New Mexico,Mora County,2023,50178.0,785.0,25.0,18.76,5.48
35035,New Mexico,Otero County,2023,52717.0,926.0,28.4,19.95,7.81
35037,New Mexico,Quay County,2023,43698.0,752.0,24.5,25.42,4.53
35039,New Mexico,Rio Arriba County,2023,53901.0,760.0,22.4,20.1,5.11
35041,New Mexico,Roosevelt County,2023,52445.0,863.0,29.0,21.56,5.69
35043,New Mexico,Sandoval County,2023,84053.0,1408.0,30.0,10.03,5.36
35045,New Mexico,San Juan County,2023,53020.0,917.0,28.6,23.19,7.75
35047,New Mexico,San Miguel County,2023,47400.0,774.0,32.7,21.97,5.29
35049,New Mexico,Santa Fe County,2023,74689.0,1318.0,29.5,12.5,5.38
35051,New Mexico,Sierra County,2023,37840.0,695.0,30.3,24.93,3.57
35053,New Mexico,Socorro County,2023,47556.0,653.0,32.4,28.96,2.4
35055,New Mexico,Taos County,2023,58908.0,1069.0,34.2,14.42,5.02
35057,New Mexico,Torrance County,2023,46250.0,845.0,24.4,20.45,11.65
35059,New Mexico,Union County,2023,45319.0,650.0,26.6,19.46,6.61
35061,New Mexico,Valencia County,2023,58333.0,970.0,30.9,18.44,6.89
36001,New York,Albany County,2023,83149.0,1252.0,27.8,12.92,5.2
36003,New York,Allegany County,2023,61233.0,754.0,28.4,16.8,7.22
36005,New York,Bronx County,2023,49036.0,1436.0,35.3,26.95,11.11
36007,New York,Broome County,2023,61059.0,914.0,30.6,18.93,6.66
36009,New York,Cattaraugus County,2023,58248.0,759.0,28.9,17.6,5.2
36011,New York,Cayuga County,2023,66583.0,895.0,29.4,13.77,3.89
36013,New York,Chautauqua County,2023,56507.0,797.0,30.6,17.01,5.49
36015,New York,Chemung County,2023,63469.0,1020.0,31.4,15.76,6.34
36017,New York,Chenango County,2023,62093.0,819.0,27.5,12.2,6.88
36019,New York,Clinton County,2023,69208.0,956.0,28.5,13.79,3.99
36021,New York,Columbia County,2023,83619.0,1199.0,31.8,11.39,5.26
36023,New York,Cortland County,2023,67527.0,911.0,27.8,12.81,5.73
36025,New York,Delaware County,2023,60226.0,848.0,29.5,14.86,6.36
36027,New York,Dutchess County,2023,97273.0,1522.0,31.0,8.26,4.79
36029,New York,Erie County,2023,71175.0,1037.0,30.1,14.02,4.83
36031,New York,Essex County,2023,70215.0,890.0,30.0,11.8,5.02
36033,New York,Franklin County,2023,63747.0,819.0,25.5,16.53,4.71
36035,New York,Fulton County,2023,62615.0,883.0,26.9,14.54,3.75
36037,New York,Genesee County,2023,72055.0,909.0,27.3,10.58,4.17
36039,New York,Greene County,2023,74011.0,993.0,28.4,11.01,3.26
36041,New York,Hamilton County,2023,68950.0,860.0,27.2,10.02,5.39
36043,New York,Herkimer County,2023,68858.0,811.0,26.6,13.28,4.42
36045,New York,Jefferson County,2023,64978.0,1214.0,28.3,13.4,5.17
36047,New York,Kings County,2023,78548.0,1784.0,30.5,18.89,7.45
36049,New York,Lewis County,2023,68329.0,821.0,25.7,12.25,5.38
36051,New York,Livingston County,2023,72464.0,912.0,31.4,11.59,4.5
36053,New York,Madison County,2023,73141.0,891.0,27.7,9.72,4.1
36055,New York,Monroe County,2023,74409.0,1126.0,30.4,13.06,5.1
36057,New York,Montgomery County,2023,62923.0,921.0,30.0,14.71,4.72
36059,New York,Nassau County,2023,143408.0,2195.0,32.7,5.31,4.78
36061,New York,New York County,2023,104553.0,2132.0,28.4,15.84,7.01
36063,New York,Niagara County,2023,67809.0,870.0,29.4,13.02,5.94
36065,New York,Oneida County,2023,68819.0,917.0,27.8,14.61,4.7
36067,New York,Onondaga County,2023,74740.0,1067.0,30.0,13.93,5.08
36069,New York,Ontario County,2023,79814.0,1126.0,27.9,9.16,4.02
36071,New York,Orange County,2023,96497.0,1602.0,33.4,12.96,5.32
36073,New York,Orleans County,2023,63838.0,877.0,26.2,13.04,5.78
36075,New York,Oswego County,2023,68461.0,943.0,29.5,16.53,6.86
36077,New York,Otsego County,2023,67086.0,942.0,26.8,14.13,5.28
36079,New York,Putnam County,2023,127405.0,1824.0,35.3,6.54,4.12
36081,New York,Queens County,2023,84961.0,1915.0,31.3,12.25,7.0
36083,New York,Rensselaer County,2023,86663.0,1182.0,28.6,11.78,5.61
36085,New York,Richmond County,2023,98290.0,1689.0,33.2,10.9,5.49
36087,New York,Rockland County,2023,110631.0,1826.0,34.6,15.56,5.87
36089,New York,St. Lawrence County,2023,61900.0,799.0,30.9,17.43,5.73
36091,New York,Saratoga County,2023,99653.0,1347.0,26.5,6.73,3.09
36093,New York,Schenectady County,2023,76989.0,1159.0,31.0,12.47,5.78
36095,New York,Schoharie County,2023,71188.0,916.0,26.9,10.83,5.39
36097,New York,Schuyler County,2023,65625.0,858.0,28.5,15.13,6.26
36099,New York,Seneca County,2023,66007.0,925.0,27.4,13.32,4.72
36101,New York,Steuben County,2023,64740.0,878.0,27.7,13.67,5.81
36103,New York,Suffolk County,2023,128329.0,2190.0,34.5,6.38,4.6
36105,New York,Sullivan County,2023,69826.0,999.0,29.2,15.19,6.08
36107,New York,Tioga County,2023,71791.0,914.0,28.8,12.22,5.27
36109,New York,Tompkins County,2023,73012.0,1374.0,36.1,15.29,5.32
36111,New York,Ulster County,2023,81804.0,1335.0,34.2,14.33,5.09
36113,New York,Warren County,2023,78239.0,1089.0,29.2,9.13,3.75
36115,New York,Washington County,2023,72342.0,1000.0,28.1,10.84,5.38
36117,New York,Wayne County,2023,73914.0,929.0,28.0,11.27,3.45
36119,New York,Westchester County,2023,118411.0,1876.0,31.5,8.88,6.01
36121,New York,Wyoming County,2023,68913.0,782.0,25.4,10.64,3.8
36123,New York,Yates County,2023,67521.0,802.0,25.9,14.14,2.93
37001,North Carolina,Alamance County,2023,64445.0,1007.0,28.1,14.15,4.88
37003,North Carolina,Alexander County,2023,65268.0,745.0,21.0,12.07,5.15
37005,North Carolina,Alleghany County,2023,44272.0,755.0,28.3,17.38,5.37
37007,North Carolina,Anson County,2023,44245.0,849.0,27.2,21.2,6.93
37009,North Carolina,Ashe County,2023,50827.0,774.0,28.1,14.05,5.42
37011,North Carolina,Avery County,2023,57657.0,791.0,24.6,10.96,4.82
37013,North Carolina,Beaufort County,2023,57997.0,859.0,29.9,18.01,5.43
37015,North Carolina,Bertie County,2023,45931.0,824.0,28.0,19.79,8.35
37017,North Carolina,Bladen County,2023,44528.0,752.0,29.6,21.24,4.24
37019,North Carolina,Brunswick County,2023,74034.0,1267.0,30.3,9.38,5.15
37021,North Carolina,Buncombe County,2023,70578.0,1281.0,31.5,11.77,3.49
37023,North Carolina,Burke County,2023,55684.0,805.0,25.6,17.93,4.83
37025,North Carolina,Cabarrus County,2023,86084.0,1303.0,30.4,8.92,4.51
37027,North Carolina,Caldwell County,2023,55401.0,735.0,24.6,12.68,4.76
37029,North Carolina,Camden County,2023,87781.0,1220.0,23.0,5.02,4.77
37031,North Carolina,Carteret County,2023,70235.0,1062.0,33.9,10.04,4.21
37033,North Carolina,Caswell County,2023,59407.0,699.0,28.5,15.71,5.67
37035,North Carolina,Catawba County,2023,64544.0,891.0,25.3,12.82,4.19
37037,North Carolina,Chatham County,2023,88534.0,1066.0,29.1,10.47,3.01
37039,North Carolina,Cherokee County,2023,51496.0,800.0,30.0,14.63,5.34
37041,North Carolina,Chowan County,2023,56982.0,766.0,27.9,20.54,5.94
37043,North Carolina,Clay County,2023,53645.0,791.0,33.6,13.47,4.25
37045,North Carolina,Cleveland County,2023,55769.0,835.0,29.8,17.24,5.7
37047,North Carolina,Columbus County,2023,48184.0,775.0,29.5,18.79,4.69
37049,North Carolina,Craven County,2023,64635.0,1100.0,28.6,13.91,3.99
